YouTuber_Name,Title,Date,Duration_Seconds,Views,Likes,Comments,Dislikes,Like_to_Dislike_Ratio,Dislike_to_Like_Ratio,Engagement_Ratio
CD-Call,MIKAILA'S HOME! (Post Immigration Stream),2025-05-30 07:50:02+00:00,21321,3412,0,2,6,0.0,,0.23446658851113714
CD-Call,Editing New Video (Work Stream),2025-06-03 22:41:06+00:00,23471,1114,0,1,1,0.0,,0.17953321364452424
CD-Call,CD & Mikaila Play Nier Automata,2025-06-05 09:04:42+00:00,15191,1898,0,1,5,0.0,,0.31612223393045313
CD-Call,Games Gone Playersexual,2025-06-13 03:22:27+00:00,1154,22611,0,136,114,0.0,,1.1056565388527708
CD-Call,June Discussion Stream,2025-06-13 04:18:14+00:00,20195,1869,0,0,3,0.0,,0.16051364365971107
CD-Call,Playing This War of Mine (Hangout Stream),2025-06-24 03:11:09+00:00,11787,822,0,2,5,0.0,,0.851581508515815
CD-Call,"Late Night Work Stream (Recording, then Editing)",2025-06-30 11:56:24+00:00,18140,763,0,0,2,0.0,,0.2621231979030144
CD-Call,July Open Seat Discussion Stream,2025-07-02 00:58:41+00:00,15513,2577,0,4,3,0.0,,0.2716336825766395
CD-Call,CD-Call's Top 20 Favourite Games,2025-07-04 14:45:26+00:00,935,11591,0,68,53,0.0,,1.043913381071521
CD-Call,Recording Baldur's Gate 3 for a Video,2025-07-08 22:58:56+00:00,27469,1884,0,3,9,0.0,,0.6369426751592357
CD-Call,Return to Ash: My Favourite Game of 2025,2025-07-30 06:37:01+00:00,1372,12685,0,50,28,0.0,,0.6148994875837603
CD-Call,Baldur's Gate 3 - Recording for Video,2025-08-08 23:10:28+00:00,34133,920,0,1,2,0.0,,0.32608695652173914
CD-Call,Baldur's Gate 3 - Recording for Video,2025-08-10 19:45:30+00:00,26374,1055,0,0,3,0.0,,0.2843601895734597
